number,content,sentiment,sentiment_score,stance,stance_score
636,ビルドに問題があるんじゃねーのかね 見事にかわしているとは思うけど時間かかり過ぎて相手が完全に帰陣してんだよな これで持たされている環境が仕上がって押し込んでいる風な形が出来てるんだろな 数的有利とか皆無だし剥がすのも辛いわ 相手からするとカウンターしやすい土壌まで作れる仕様でワロ これは完敗,neutral (0.752),0.752,中立 (0.223),0.223
637,負けてもいいんだけど こういうの朝から見たくなかったな,neutral (0.739),0.739,強く反対 (0.246),0.246
638,まぁイサクがうまかったな 後半立ち上がりペース上げきれなかったのとなぜかジェズスは中なのは気になった 2戦目考えて1点差にしときたかったくらい,neutral (0.713),0.713,強く反対 (0.238),0.238
639,うーん決定力の差でしたね クオリティの差 そりゃイサクほしいゴードンほしいってみんないうわ,neutral (0.736),0.736,強く反対 (0.228),0.228
640,はーこの内容でこの結果は辛いな こうなると次はシティ戦後の中2日でセントジェームズだし考えなきゃだな ブライトン戦フルのトーマス下げたくらいで諦めたとか笑えること言ってたやつもいたけどここまで結果出て次を考えるもんなんだよ もう見えないから反論してこなくていいけど,neutral (0.713),0.713,強く反対 (0.241),0.241
641,足元でつないでサカの個人頼みっていう攻撃パターンなんだよな サカがいないとマジで点が入らん,neutral (0.728),0.728,中立 (0.246),0.246
642,気になったのハヴァーツがサイドに流れすぎだったね,neutral (0.754),0.754,中立 (0.223),0.223
643,右サイドのハヴァーツって 驚くほど脅威じゃないよね,neutral (0.741),0.741,強く反対 (0.228),0.228
644,Arsenal (376) 02 (153) Newcastle いつもはチャンス少ねえって話だけど今日はそこの部分でストレスは無かったから決定力の差だったな マルが先に決めてたらな,neutral (0.787),0.787,強く反対 (0.236),0.236
645,xG376もあったのほな決めないのが悪いな,neutral (0.761),0.761,強く反対 (0.226),0.226
646,ジェズス復帰でなんとか耐えてるがネッリもトロもコンディションイマイチだしスターリングも死んでるしサカいなくなって好調な選手が前線にいないのもきちいな ハヴァーツは良くも悪くも無難でCFではないんだよな何もないとこからゴール生み出すことはできないからな,neutral (0.731),0.731,中立 (0.221),0.221
647,右はマルよりカイの方がいいのは予想外 ジェズス以外試したけどトロが妥協案かな,neutral (0.747),0.747,強く賛成 (0.227),0.227
648,シュート打ちまくったけどもう少し枠内ほしかったな 枠内少なすぎた,neutral (0.803),0.803,強く反対 (0.243),0.243
649,まあ病気で寝こんでいたハヴァーツ他思いの外動けていたのはよかった 体力戻っていないと思っていたので,neutral (0.764),0.764,強く反対 (0.236),0.236
650,イサクが選手押してスペース作るの上手かった1点目,neutral (0.823),0.823,強く反対 (0.258),0.258
651,イサクは自分の長い手足使うの上手いよな ハイボール納める時も長い腕上手く使って相手押さえながら足元の技術で上手く収まる プレミアきてその辺がさらに成長したわ,neutral (0.813),0.813,強く反対 (0.228),0.228
652,ジェズスは好調といってもやっぱりサイズないから 今日は中で前向けなかったな 背負ってうけるまではできていたけどターンしてシュートってところまでいけなかった,neutral (0.706),0.706,強く反対 (0.239),0.239
653,しかし新城もハウもお得意様だったのにマイナスマイナスで本当に嫌な相手になったもんだな 前半戦リーグで戦ったときもそれまでの新城の守備ガッタガタだったのにビシッと仕上げてきてたし あと2回もやりたくねえわ,neutral (0.748),0.748,強く反対 (0.228),0.228
654,体調不良組はコンディション上がってそうだった,neutral (0.693),0.693,強く反対 (0.240),0.24
655,スケリーは良かったけどハヴァーツとウデゴはトラップズレまくりでなかなか厳しかった,neutral (0.722),0.722,中立 (0.246),0.246
656,ウーデゴールも中々コンディション上がらないね マンU戦も微妙そうだけどリーグ戦迄には何とかコンディション戻して欲しいな,neutral (0.715),0.715,強く反対 (0.233),0.233
657,サカ不在ハヴァーツウデゴが回復しきっていないなか違い生み出さなくても チャンス自体多く作れるところはアルテタのチーム作りの成果とは思った,neutral (0.740),0.74,強く賛成 (0.241),0.241
658,スケリーはやはりプレス耐性高いな この強みあるからジンチェンコより序列上になった感じ,neutral (0.866),0.866,強く反対 (0.218),0.218
659,ウデゴはやっと練習参加できたばかりみたいだしキツそうだね,neutral (0.777),0.777,中立 (0.225),0.225
660,次のFAカップユナイテッド戦はメンバーどうするかな 中4日あるけど次のノーロンが中2日 半分くらい入れ替えるかなぁ,neutral (0.734),0.734,強く反対 (0.244),0.244
661,だからイサクとゴードンを取れと言ったろう,neutral (0.719),0.719,強く反対 (0.245),0.245
662,イサクはYoutubeでは凄かったけど当時のソシエダで腐ってて第二のペペだろとか言われてたし ゴードンなんか獲れって言ってた奴を見た記憶がないw,neutral (0.766),0.766,強く賛成 (0.233),0.233
663,エバートン時代ならとれたよな,neutral (0.808),0.808,強く賛成 (0.220),0.22
664,イサクもゴードンもニューカッスルで本格的に化けたからそこはハウの手腕もあるかなぁと,neutral (0.717),0.717,強く賛成 (0.244),0.244
665,負けるのはいいんだけどベスメンか,neutral (0.729),0.729,中立 (0.230),0.23
666,ニューカッスルはウイングが頑張ってプレスバックしてサイドの守備ヘルプして CBはできるだけボックスから外にでないで中固める守り方だったから なかなか中固かった アーセナルもしっかり守り時は同じ守り方するけど,neutral (0.709),0.709,強く反対 (0.255),0.255
667,ニューカッスルはトナーリががっちりハマってしまったので ギマランイスジョエリントントナーリの中盤の強さ上手さは厄介 次の対戦ではギマランイス戻ってくるしもっと苦労するかなと,neutral (0.762),0.762,強く反対 (0.225),0.225
668,かつてはアジアも席巻し中国最大のビッグクラブとしても名を馳せ広州恒大として活動していた広州FCが解散を発表した中国捜狐(sohucom)が伝えた 中国スーパーリーグで歴代最多の8度の優勝を誇りAFCチャンピオンズリーグ(ACL)でも2度優勝中国バブル期には爆買いする他の多くのクラブを制して ブラジルの選手を中心に席巻していた 中国の不動産大手である恒大集団 が保有しその資金を利用して元イタリア代表監督のマルチェロ・リッピ氏を招へいするとその後はファビオ・カンナバーロ氏が 監督を務めるなどした しかしコロナ禍において中国の不動産バブルが崩壊すると2020年には経営危機が報じられ2021年には中国サッカー協会(CFA)の意向によりクラブ名に企業名を 入れない方針となったことから広州FCに名称が変更2022年には恒大集団の財政難により外国籍選手との契約を全て解除するなどし一気にチームが弱体化 2023年からは2部を戦っていた 広州FCは6日チームの解散を発表CFAが発表した2025シーズンのクラブライセンスの条件を満たせずチームも消滅した 親愛なるファンパートナーそしてあらゆる立場の人々の皆様中国サッカー協会が発表した2025年のプロサッカークラブ入会リストによると当クラブは入会を 認められておらず中国のプロフットボールリーグで競技を続けることはできないこととなりました 中国プロサッカーリーグに参加して以来クラブは浮き沈みを乗り越え粘り強く戦い続け中国スーパーリーグ8度制覇AFCチャンピオンズリーグ2度制覇という 偉業を達成しその名を轟かせましたアジアサッカー界で強い広州FCこれらの輝かしい成果は選手たちの汗と努力コーチングチームの戦略的で細心の 注意を払った傑作そしてファンの粘り強さと熱狂的なサポートの証です同時に我々は青少年の育成システムを深く構築しクラブの潜在的な新スターを多数育成し チームの持続可能な発展に強力な推進力を注入しました 新シーズンのプロリーグ参入を目指してクラブは様々な取り組みを行っていましたしかし過去に多額の負債を抱えていたため調達した資金では負債を完済するには 不十分であり最終的にライセンスを得ることができず非常に残念に思っていますここに広州FCを気遣いサポートしてくださっているあらゆる立場のすべての人々 そしてすべてのファンと友人に心からのお詫びの意を表したいと思います 同時に我々は当初の意図を変えることなく余波に対処し中国サッカーと広東省広州サッカーの発展を支援するつもりですのでご理解と寛容に感謝いたします なお中国スーパーリーグの滄州雄獅中国乙級リーグ(中国3部)の湖南湘涛もライセンスを取得できず解散を発表している,neutral (0.827),0.827,強く賛成 (0.231),0.231
